date,channel,data_source,campaign_name,spend_usd,impressions,clicks,conversions,ctr_pct,cpc_usd,cpm_usd,video_views
2023-02-24,Paid Social,Facebook,FB Lead Gen — Mid-Market,5830.38,46952,1062,73,2.26,5.49,124.18,8281
2023-02-24,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,40701,3046,327,7.49,0.0,0.0,0
2023-02-25,Programmatic,StackAdapt,Automated uniform software,46704.84,137730,12831,1212,9.32,3.64,339.1,12784
2023-02-25,Paid Search,Google Search Ads 360,Integrated dedicated contingency,48292.09,124257,11693,1393,9.41,4.13,388.65,0
2023-02-25,Paid Social,Facebook,Facebook B2B Decision Makers,11371.92,49638,1934,139,3.9,5.88,229.1,9576
2023-02-25,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,45298,4198,454,9.27,0.0,0.0,0
2023-02-26,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,42466.43,107531,9853,1039,9.16,4.31,394.92,9196
2023-02-26,Paid Search,Google Search Ads 360,Integrated dedicated contingency,49197.72,97389,11468,1088,11.78,4.29,505.17,0
2023-02-26,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,6126.45,55971,1185,81,2.12,5.17,109.46,11721
2023-02-26,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,42778,4396,427,10.28,0.0,0.0,0
2023-02-27,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,45753.84,147954,13992,1414,9.46,3.27,309.24,24187
2023-02-27,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,40263.6,96658,9048,829,9.36,4.45,416.56,0
2023-02-27,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,12755.6,54091,2453,138,4.54,5.2,235.82,8412
2023-02-27,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,48385,3761,382,7.78,0.0,0.0,0
2023-02-28,Programmatic,StackAdapt,Cross-platform static hierarchy,53163.56,136961,12598,993,9.2,4.22,388.17,11364
2023-02-28,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,60813.24,125428,13278,1577,10.59,4.58,484.85,0
2023-02-28,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,12020.34,69762,2251,158,3.23,5.34,172.3,10267
2023-02-28,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,45857,4583,514,9.99,0.0,0.0,0
2023-03-01,Programmatic,StackAdapt,Cross-platform static hierarchy,66563.0,194776,19018,1874,9.76,3.5,341.74,18594
2023-03-01,Paid Search,Google Search Ads 360,Integrated dedicated contingency,60169.68,158074,15588,1536,9.86,3.86,380.64,0
2023-03-01,Paid Social,Facebook,FB Lead Gen — Mid-Market,8113.04,73116,1508,112,2.06,5.38,110.96,9783
2023-03-01,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,71957,5305,590,7.37,0.0,0.0,0
2023-03-02,Programmatic,StackAdapt,Centralized modular throughput,71149.48,169275,16508,1691,9.75,4.31,420.32,24618
2023-03-02,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,64705.18,176439,16763,2019,9.5,3.86,366.73,0
2023-03-02,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,24994.56,105959,4528,303,4.27,5.52,235.89,11898
2023-03-02,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,58777,4338,385,7.38,0.0,0.0,0
2023-03-03,Programmatic,StackAdapt,Centralized modular throughput,69870.96,189997,16479,1729,8.67,4.24,367.75,39877
2023-03-03,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,87025.83,201770,19211,1954,9.52,4.53,431.31,0
2023-03-03,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,12417.95,96871,2459,174,2.54,5.05,128.19,10785
2023-03-03,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,68367,6065,608,8.87,0.0,0.0,0
2023-03-04,Programmatic,StackAdapt,Centralized modular throughput,72029.12,182734,16988,1389,9.3,4.24,394.17,39066
2023-03-04,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,73740.6,151467,17310,1902,11.43,4.26,486.84,0
2023-03-04,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,10302.0,58904,2020,126,3.43,5.1,174.89,10678
2023-03-04,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,52833,3605,323,6.82,0.0,0.0,0
2023-03-05,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,68021.1,162806,17995,1653,11.05,3.78,417.8,26527
2023-03-05,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,79342.64,184588,18538,2050,10.04,4.28,429.84,0
2023-03-05,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,23091.84,79011,4009,283,5.08,5.76,292.26,15729
2023-03-05,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,74949,6995,754,9.33,0.0,0.0,0
2023-03-06,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,74556.24,211131,21864,2163,10.36,3.41,353.13,42927
2023-03-06,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,63902.36,188527,17132,1974,9.09,3.73,338.96,0
2023-03-06,Paid Social,Facebook,Facebook B2B Decision Makers,22647.24,81756,3762,219,4.6,6.02,277.01,16064
2023-03-06,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,65842,4296,394,6.53,0.0,0.0,0
2023-03-07,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,93946.8,228795,23784,2030,10.4,3.95,410.62,35600
2023-03-07,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,70426.75,177786,16571,1876,9.32,4.25,396.13,0
2023-03-07,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,20058.3,101066,3230,218,3.2,6.21,198.47,9535
2023-03-07,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,75140,6951,592,9.25,0.0,0.0,0
2023-03-08,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,58680.2,186279,16210,1528,8.7,3.62,315.01,31095
2023-03-08,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,65235.01,117262,13619,1633,11.61,4.79,556.32,0
2023-03-08,Paid Social,Facebook,Facebook B2B Decision Makers,9737.36,84059,2063,144,2.46,4.72,115.84,6985
2023-03-08,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,53275,4504,477,8.45,0.0,0.0,0
2023-03-09,Programmatic,StackAdapt,Business-focused zero tolerance architecture,66502.44,191805,17877,1889,9.32,3.72,346.72,27465
2023-03-09,Paid Search,Google Search Ads 360,Integrated dedicated contingency,61969.6,141391,16096,1788,11.38,3.85,438.29,0
2023-03-09,Paid Social,Facebook,FB Lead Gen — Mid-Market,16313.4,72577,3180,216,4.38,5.13,224.77,15467
2023-03-09,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,56227,4627,513,8.23,0.0,0.0,0
2023-03-10,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,79848.6,189385,18356,1574,9.69,4.35,421.62,26003
2023-03-10,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,60550.53,173108,16773,1609,9.69,3.61,349.78,0
2023-03-10,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,15189.72,84590,2782,200,3.29,5.46,179.57,18233
2023-03-10,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,52290,5215,553,9.97,0.0,0.0,0
2023-03-11,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,83594.16,229366,24732,2361,10.78,3.38,364.46,19393
2023-03-11,Paid Search,Google Search Ads 360,Profound intangible policy,89000.56,196249,21292,2434,10.85,4.18,453.51,0
2023-03-11,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,9966.11,75872,1849,126,2.44,5.39,131.35,8199
2023-03-11,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,66963,4524,454,6.76,0.0,0.0,0
2023-03-12,Programmatic,StackAdapt,Centralized modular throughput,58109.4,190174,17935,1627,9.43,3.24,305.56,17142
2023-03-12,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,55747.06,135532,14149,1530,10.44,3.94,411.32,0
2023-03-12,Paid Social,Facebook,FB Lead Gen — Mid-Market,19334.46,81422,4079,287,5.01,4.74,237.46,11991
2023-03-12,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,47696,3562,400,7.47,0.0,0.0,0
2023-03-13,Programmatic,StackAdapt,Automated uniform software,64876.68,161905,16764,1635,10.35,3.87,400.71,13173
2023-03-13,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,53152.55,125611,13255,1219,10.55,4.01,423.15,0
2023-03-13,Paid Social,Facebook,FB Lead Gen — Mid-Market,6508.59,58548,1331,83,2.28,4.89,111.17,9335
2023-03-13,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,58084,5635,502,9.7,0.0,0.0,0
2023-03-14,Programmatic,StackAdapt,Automated uniform software,46862.37,137682,14331,1400,10.41,3.27,340.37,29060
2023-03-14,Paid Search,Google Search Ads 360,Profound intangible policy,55498.28,111867,11884,1326,10.62,4.67,496.11,0
2023-03-14,Paid Social,Facebook,Facebook B2B Decision Makers,22827.84,78914,3792,234,4.81,6.02,289.27,7198
2023-03-14,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,63126,5485,588,8.69,0.0,0.0,0
2023-03-15,Programmatic,StackAdapt,Automated uniform software,64218.76,191919,19343,1903,10.08,3.32,334.61,16975
2023-03-15,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,49607.25,135946,12885,1503,9.48,3.85,364.9,0
2023-03-15,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,18250.96,96019,3052,179,3.18,5.98,190.08,16536
2023-03-15,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,60455,5272,550,8.72,0.0,0.0,0
2023-03-16,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,79303.2,200625,22920,2203,11.42,3.46,395.28,35155
2023-03-16,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,43624.8,115623,10512,1023,9.09,4.15,377.3,0
2023-03-16,Paid Social,Facebook,FB Lead Gen — Mid-Market,20869.02,85356,3879,270,4.55,5.38,244.49,10962
2023-03-16,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,52919,5530,467,10.45,0.0,0.0,0
2023-03-17,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,79459.38,214156,21021,2064,9.82,3.78,371.04,43319
2023-03-17,Paid Search,Google Search Ads 360,Profound intangible policy,89022.24,200750,20607,2018,10.27,4.32,443.45,0
2023-03-17,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,16828.24,107497,2942,198,2.74,5.72,156.55,19632
2023-03-17,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,59008,5525,607,9.36,0.0,0.0,0
2023-03-18,Programmatic,StackAdapt,Cross-platform static hierarchy,70501.2,147069,16786,1396,11.41,4.2,479.37,21901
2023-03-18,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,60316.46,123088,14293,1476,11.61,4.22,490.03,0
2023-03-18,Paid Social,Facebook,LinkedIn Sponsored InMail — CXO,14938.56,68918,2808,164,4.08,5.32,216.76,14866
2023-03-18,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,49474,4515,419,9.13,0.0,0.0,0
2023-03-19,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,68659.5,171943,19617,1779,11.41,3.5,399.32,15524
2023-03-19,Paid Search,Google Search Ads 360,Integrated dedicated contingency,71021.66,145900,15406,1538,10.56,4.61,486.78,0
2023-03-19,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,14611.68,87178,2502,168,2.87,5.84,167.61,9012
2023-03-19,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,58302,3875,406,6.65,0.0,0.0,0
2023-03-20,Programmatic,StackAdapt,Automated uniform software,82972.5,192842,21275,2136,11.03,3.9,430.26,38868
2023-03-20,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,48677.72,143247,13373,1307,9.34,3.64,339.82,0
2023-03-20,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,22579.76,87666,4627,259,5.28,4.88,257.57,12563
2023-03-20,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,76210,5917,581,7.76,0.0,0.0,0
2023-03-21,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,49653.0,133729,15325,1606,11.46,3.24,371.3,28518
2023-03-21,Paid Search,Google Search Ads 360,Networked value-added time-frame,67034.7,136899,15885,1645,11.6,4.22,489.67,0
2023-03-21,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,14084.48,68855,2984,172,4.33,4.72,204.55,8476
2023-03-21,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,56119,4100,422,7.31,0.0,0.0,0
2023-03-22,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,79593.42,179325,18861,1705,10.52,4.22,443.85,18793
2023-03-22,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,98018.18,192167,22126,2633,11.51,4.43,510.07,0
2023-03-22,Paid Social,Facebook,FB Lead Gen — Mid-Market,22232.72,95050,3956,285,4.16,5.62,233.91,8008
2023-03-22,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,83670,7746,799,9.26,0.0,0.0,0
2023-03-23,Programmatic,StackAdapt,Centralized modular throughput,57462.55,177174,17153,1649,9.68,3.35,324.33,30491
2023-03-23,Paid Search,Google Search Ads 360,Integrated dedicated contingency,62138.4,166554,15230,1828,9.14,4.08,373.08,0
2023-03-23,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,23724.92,85018,4028,267,4.74,5.89,279.06,17257
2023-03-23,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,53399,4169,429,7.81,0.0,0.0,0
2023-03-24,Programmatic,StackAdapt,Business-focused zero tolerance architecture,102090.56,225285,24541,2214,10.89,4.16,453.16,21814
2023-03-24,Paid Search,Google Search Ads 360,Networked value-added time-frame,62843.82,172935,15594,1551,9.02,4.03,363.4,0
2023-03-24,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,20872.42,86856,3851,241,4.43,5.42,240.31,9836
2023-03-24,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,64518,4780,408,7.41,0.0,0.0,0
2023-03-25,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,77288.22,203869,21117,1921,10.36,3.66,379.11,40950
2023-03-25,Paid Search,Google Search Ads 360,Profound intangible policy,66964.0,160396,16741,1507,10.44,4.0,417.49,0
2023-03-25,Paid Social,Facebook,FB Lead Gen — Mid-Market,15256.64,80828,2744,182,3.4,5.56,188.75,13345
2023-03-25,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,70418,6867,717,9.75,0.0,0.0,0
2023-03-26,Programmatic,StackAdapt,Business-focused zero tolerance architecture,62090.8,172113,15640,1226,9.09,3.97,360.76,35407
2023-03-26,Paid Search,Google Search Ads 360,Networked value-added time-frame,89219.25,159435,18783,1712,11.78,4.75,559.6,0
2023-03-26,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,10699.8,89130,2098,135,2.35,5.1,120.05,10685
2023-03-26,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,65587,6369,631,9.71,0.0,0.0,0
2023-03-27,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,71006.7,180230,19191,1645,10.65,3.7,393.98,17493
2023-03-27,Paid Search,Google Search Ads 360,Networked value-added time-frame,58623.57,125497,13859,1316,11.04,4.23,467.13,0
2023-03-27,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,10062.3,83131,1973,130,2.37,5.1,121.04,17857
2023-03-27,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,57158,5558,552,9.72,0.0,0.0,0
2023-03-28,Programmatic,StackAdapt,Business-focused zero tolerance architecture,77475.84,164029,18624,1765,11.35,4.16,472.33,33427
2023-03-28,Paid Search,Google Search Ads 360,Integrated dedicated contingency,45583.05,115663,11145,1209,9.64,4.09,394.1,0
2023-03-28,Paid Social,Facebook,FB Lead Gen — Mid-Market,20528.43,78625,4049,251,5.15,5.07,261.09,14881
2023-03-28,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,47235,4624,442,9.79,0.0,0.0,0
2023-03-29,Programmatic,StackAdapt,Centralized modular throughput,66132.3,163498,16957,1537,10.37,3.9,404.48,16925
2023-03-29,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,76091.49,177947,20621,1981,11.59,3.69,427.61,0
2023-03-29,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,16628.4,70172,2980,199,4.25,5.58,236.97,7892
2023-03-29,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,62181,5520,540,8.88,0.0,0.0,0
2023-03-30,Programmatic,Amazon Ad Server (Sizmek),Business-focused zero tolerance architecture,72424.68,183930,19469,1739,10.59,3.72,393.76,33192
2023-03-30,Paid Search,Google Search Ads 360,Integrated dedicated contingency,85577.3,193164,23129,2157,11.97,3.7,443.03,0
2023-03-30,Paid Social,Facebook,FB Lead Gen — Mid-Market,20177.95,104241,4195,254,4.02,4.81,193.57,9589
2023-03-30,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,83055,6035,560,7.27,0.0,0.0,0
2023-03-31,Programmatic,StackAdapt,Cross-platform static hierarchy,45419.82,157576,13722,1269,8.71,3.31,288.24,30262
2023-03-31,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,58066.53,124551,13227,1547,10.62,4.39,466.21,0
2023-03-31,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,13646.58,75326,2361,145,3.14,5.78,181.17,16509
2023-03-31,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,59369,5183,543,8.73,0.0,0.0,0
2023-04-01,Programmatic,StackAdapt,Automated uniform software,52489.29,150232,15303,1601,10.19,3.43,349.39,26531
2023-04-01,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,58734.18,133749,14187,1309,10.61,4.14,439.14,0
2023-04-01,Paid Social,LinkedIn Ads,Q1 LinkedIn Enterprise Outreach,17209.27,89328,2873,195,3.22,5.99,192.65,18741
2023-04-01,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,54319,4398,386,8.1,0.0,0.0,0
2023-04-02,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,97547.52,252338,25536,2590,10.12,3.82,386.57,42216
2023-04-02,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,77945.88,150087,16908,1577,11.27,4.61,519.34,0
2023-04-02,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,24739.68,106595,4776,267,4.48,5.18,232.09,12454
2023-04-02,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,67822,4646,514,6.85,0.0,0.0,0
2023-04-03,Programmatic,StackAdapt,Automated uniform software,65652.81,173273,16791,1520,9.69,3.91,378.9,26371
2023-04-03,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,88999.84,182841,19181,2311,10.49,4.64,486.76,0
2023-04-03,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,23345.56,73769,3878,223,5.26,6.02,316.47,9832
2023-04-03,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,72098,7189,769,9.97,0.0,0.0,0
2023-04-04,Programmatic,StackAdapt,Cross-platform static hierarchy,56053.06,186929,16342,1459,8.74,3.43,299.86,33141
2023-04-04,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,87184.32,158574,18912,2069,11.93,4.61,549.8,0
2023-04-04,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,21130.88,76873,3856,282,5.02,5.48,274.88,12674
2023-04-04,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,74750,5381,527,7.2,0.0,0.0,0
2023-04-05,Programmatic,StackAdapt,Automated uniform software,47869.84,152921,14684,1175,9.6,3.26,313.04,15127
2023-04-05,Paid Search,Google Search Ads 360,Profound intangible policy,76992.63,175925,18733,2241,10.65,4.11,437.64,0
2023-04-05,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,13386.0,73203,2760,176,3.77,4.85,182.86,12423
2023-04-05,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,52628,4725,483,8.98,0.0,0.0,0
2023-04-06,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,47962.2,134051,14534,1321,10.84,3.3,357.79,29394
2023-04-06,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,47837.07,111516,12361,1486,11.09,3.87,428.97,0
2023-04-06,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,7264.84,61916,1501,91,2.42,4.84,117.33,10953
2023-04-06,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,44704,3816,429,8.54,0.0,0.0,0
2023-04-07,Programmatic,StackAdapt,Cross-platform static hierarchy,77086.41,213694,20127,1920,9.42,3.83,360.73,29842
2023-04-07,Paid Search,Bing Ads (Microsoft Advertising),Persistent 24/7 attitude,64619.12,145087,16916,1749,11.66,3.82,445.38,0
2023-04-07,Paid Social,LinkedIn Ads,Facebook B2B Decision Makers,17469.74,85988,2966,211,3.45,5.89,203.16,16140
2023-04-07,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,54775,4472,435,8.16,0.0,0.0,0
2023-04-08,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,57703.68,139393,15027,1231,10.78,3.84,413.96,15351
2023-04-08,Paid Search,Google Search Ads 360,Networked value-added time-frame,46061.06,103429,10057,1206,9.72,4.58,445.34,0
2023-04-08,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,16784.64,81136,3008,172,3.71,5.58,206.87,11652
2023-04-08,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,58483,4030,393,6.89,0.0,0.0,0
2023-04-09,Programmatic,StackAdapt,Automated uniform software,59222.46,151060,16181,1477,10.71,3.66,392.05,20427
2023-04-09,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,72131.94,133181,15122,1774,11.36,4.77,541.61,0
2023-04-09,Paid Social,Facebook,FB Lead Gen — Mid-Market,13489.2,80487,2498,171,3.1,5.4,167.59,9308
2023-04-09,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,61534,4094,449,6.65,0.0,0.0,0
2023-04-10,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,79691.04,192065,20124,2070,10.48,3.96,414.92,31873
2023-04-10,Paid Search,Google Search Ads 360,Networked value-added time-frame,59575.5,125427,13239,1244,10.56,4.5,474.98,0
2023-04-10,Paid Social,LinkedIn Ads,LinkedIn Sponsored InMail — CXO,17133.22,81316,3562,199,4.38,4.81,210.7,14660
2023-04-10,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,50302,3413,285,6.79,0.0,0.0,0
2023-04-11,Programmatic,StackAdapt,Business-focused zero tolerance architecture,81032.49,233519,22323,1928,9.56,3.63,347.01,44007
2023-04-11,Paid Search,Bing Ads (Microsoft Advertising),Integrated dedicated contingency,66704.13,189187,18077,1712,9.56,3.69,352.58,0
2023-04-11,Paid Social,Facebook,Facebook B2B Decision Makers,22207.65,100859,4715,284,4.68,4.71,220.19,9229
2023-04-11,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,84389,6482,686,7.68,0.0,0.0,0
2023-04-12,Programmatic,StackAdapt,Automated uniform software,65662.44,183270,16708,1362,9.12,3.93,358.28,34536
2023-04-12,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,85994.87,169521,17953,1626,10.59,4.79,507.28,0
2023-04-12,Paid Social,Facebook,Facebook B2B Decision Makers,16408.98,95705,2894,215,3.02,5.67,171.45,15460
2023-04-12,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,70480,6869,704,9.75,0.0,0.0,0
2023-04-13,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,62046.35,150649,16999,1434,11.28,3.65,411.86,21164
2023-04-13,Paid Search,Google Search Ads 360,Integrated dedicated contingency,54934.65,130971,14195,1688,10.84,3.87,419.44,0
2023-04-13,Paid Social,Facebook,FB Lead Gen — Mid-Market,9379.16,60748,1634,118,2.69,5.74,154.39,7291
2023-04-13,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,60475,6014,650,9.95,0.0,0.0,0
2023-04-14,Programmatic,StackAdapt,Business-focused zero tolerance architecture,85693.88,189992,20452,1859,10.77,4.19,451.04,34576
2023-04-14,Paid Search,Google Search Ads 360,Integrated dedicated contingency,91193.82,195177,21407,2030,10.97,4.26,467.24,0
2023-04-14,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,29249.55,111901,5909,331,5.28,4.95,261.39,11015
2023-04-14,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,76651,7489,670,9.77,0.0,0.0,0
2023-04-15,Programmatic,Amazon Ad Server (Sizmek),Centralized modular throughput,87644.7,210062,22473,2093,10.7,3.9,417.23,31755
2023-04-15,Paid Search,Bing Ads (Microsoft Advertising),Networked value-added time-frame,70713.14,141581,15142,1680,10.7,4.67,499.45,0
2023-04-15,Paid Social,LinkedIn Ads,FB Lead Gen — Mid-Market,21977.6,86643,4040,235,4.66,5.44,253.66,7044
2023-04-15,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,55378,5208,585,9.41,0.0,0.0,0
2023-04-16,Programmatic,StackAdapt,Business-focused zero tolerance architecture,64361.64,152973,16674,1397,10.9,3.86,420.74,27937
2023-04-16,Paid Search,Bing Ads (Microsoft Advertising),Profound intangible policy,60556.8,138863,13280,1333,9.56,4.56,436.09,0
2023-04-16,Paid Social,Facebook,FB Lead Gen — Mid-Market,6901.07,72312,1459,102,2.02,4.73,95.43,13334
2023-04-16,Organic,Google Display & Video 360,SEO — Brand Awareness,0.0,46765,4831,454,10.33,0.0,0.0,0
2023-04-17,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,61402.87,149215,14051,1438,9.42,4.37,411.51,19631
2023-04-17,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,68346.72,141690,15821,1853,11.17,4.32,482.37,0
2023-04-17,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,11896.56,73806,2542,174,3.44,4.68,161.19,12306
2023-04-17,Organic,Google Display & Video 360,Blog Traffic — Inbound,0.0,54520,5275,453,9.68,0.0,0.0,0
2023-04-18,Programmatic,Amazon Ad Server (Sizmek),Automated uniform software,76500.74,188610,19666,1573,10.43,3.89,405.6,29915
2023-04-18,Paid Search,Google Search Ads 360,Persistent 24/7 attitude,80319.46,162223,17537,1938,10.81,4.58,495.12,0
2023-04-18,Paid Social,Facebook,Q1 LinkedIn Enterprise Outreach,17990.4,76692,3748,243,4.89,4.8,234.58,6764
2023-04-18,Organic,Google Display & Video 360,Organic Social — LinkedIn,0.0,59151,5701,593,9.64,0.0,0.0,0
2023-04-19,Programmatic,StackAdapt,Cross-platform static hierarchy,72151.2,204082,20042,1648,9.82,3.6,353.54,28727
2023-04-19,Paid Search,Google Search Ads 360,Networked value-added time-frame,61348.5,141107,13633,1473,9.66,4.5,434.77,0
2023-04-19,Paid Social,Facebook,Facebook B2B Decision Makers,30549.93,108037,5689,385,5.27,5.37,282.77,18265
2023-04-19,Organic,Google Display & Video 360,Content Syndication — Organic,0.0,75280,5249,500,6.97,0.0,0.0,0
2023-04-20,Programmatic,Amazon Ad Server (Sizmek),Cross-platform static hierarchy,68996.08,196339,20057,1893,10.22,3.44,351.41,25664
